amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
,affordable-housing,18/00438/FUL-da,18/00438/FUL-S4.,,2020-12-01,local-authority-eng:SND,2019-06-13,10,/developer-agreement-contribution/local-authority-eng/SND/18-00438-FUL-S4-
1000,monitoring-fees,18/00485/FDC-da,18/00485/FDC-MON,,2020-11-04,local-authority-eng:SND,2018-11-12,,/developer-agreement-contribution/local-authority-eng/SND/18-00485-FDC-MON
9113,open-space-and-leisure,18/00485/FDC-da,18/00485/FDC-S2.,,2020-11-04,local-authority-eng:SND,2018-11-12,,/developer-agreement-contribution/local-authority-eng/SND/18-00485-FDC-S2-
,green-infrastructure,18/00609/FU4-da,18/00609/FU4-C7.,,2020-05-22,local-authority-eng:SND,2019-04-26,1,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-C7-
6000,monitoring-fees,18/00609/FU4-da,18/00609/FU4-MON,,2020-06-05,local-authority-eng:SND,2019-04-26,,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-MON
78602.33,education,18/00609/FU4-da,18/00609/FU4-S2.1.a,,2020-05-22,local-authority-eng:SND,2019-04-26,,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-S2-1-a
78602.33,education,18/00609/FU4-da,18/00609/FU4-S2.1.b,,2020-05-22,local-authority-eng:SND,2019-04-26,,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-S2-1-b
78602.34,education,18/00609/FU4-da,18/00609/FU4-S2.1.c,,2020-05-22,local-authority-eng:SND,2019-04-26,,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-S2-1-c
17155,green-infrastructure,18/00609/FU4-da,18/00609/FU4-S2.2,,2020-05-22,local-authority-eng:SND,2019-04-26,,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-S2-2
86288,green-infrastructure,18/00609/FU4-da,18/00609/FU4-S2.3.1.a,,2020-05-22,local-authority-eng:SND,2019-04-26,,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-S2-3-1-a
86288,green-infrastructure,18/00609/FU4-da,18/00609/FU4-S2.3.1.b,,2020-05-22,local-authority-eng:SND,2019-04-26,,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-S2-3-1-b
44864,open-space-and-leisure,18/00609/FU4-da,18/00609/FU4-S2.4,,2020-05-22,local-authority-eng:SND,2019-04-26,,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-S2-4
27629.1,open-space-and-leisure,18/00609/FU4-da,18/00609/FU4-S2.5,,2020-05-22,local-authority-eng:SND,2019-04-26,,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-S2-5
169500,affordable-housing,18/00609/FU4-da,18/00609/FU4-S2.6.2a,,2020-05-22,local-authority-eng:SND,2019-04-26,,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-S2-6-2a
169500,affordable-housing,18/00609/FU4-da,18/00609/FU4-S2.6.2b,,2020-05-22,local-authority-eng:SND,2019-04-26,,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-S2-6-2b
169500,affordable-housing,18/00609/FU4-da,18/00609/FU4-S2.6.2c,,2020-05-22,local-authority-eng:SND,2019-04-26,,/developer-agreement-contribution/local-authority-eng/SND/18-00609-FU4-S2-6-2c
1500,monitoring-fees,18/00749/FUL-da,18/00749/FUL-MON,,2020-06-05,local-authority-eng:SND,2019-10-07,,/developer-agreement-contribution/local-authority-eng/SND/18-00749-FUL-MON
,affordable-housing,18/00749/FUL-da,18/00749/FUL-S2.A,,2020-06-03,local-authority-eng:SND,2019-10-07,2,/developer-agreement-contribution/local-authority-eng/SND/18-00749-FUL-S2-A
13319,open-space-and-leisure,18/00749/FUL-da,18/00749/FUL-S2.D,,2020-06-03,local-authority-eng:SND,2019-10-07,,/developer-agreement-contribution/local-authority-eng/SND/18-00749-FUL-S2-D
4552,other-HRA,18/01058/FUL-da,18/01058/FUL-S2.,,2020-06-03,local-authority-eng:SND,2019-09-20,,/developer-agreement-contribution/local-authority-eng/SND/18-01058-FUL-S2-
500,monitoring-fees,18/01108/FUL-da,18/01108/FUL-MON,,2020-06-05,local-authority-eng:SND,2019-09-10,,/developer-agreement-contribution/local-authority-eng/SND/18-01108-FUL-MON
4552,other-HRA,18/01108/FUL-da,18/01108/FUL-S2.,,2020-06-03,local-authority-eng:SND,2019-09-10,,/developer-agreement-contribution/local-authority-eng/SND/18-01108-FUL-S2-
3000,monitoring-fees,18/01276/FUL-da,18/01276/FUL-MON,,2020-06-03,local-authority-eng:SND,2019-12-18,,/developer-agreement-contribution/local-authority-eng/SND/18-01276-FUL-MON
15932,other-HRA,18/01276/FUL-da,18/01276/FUL-S2.1,,2020-10-19,local-authority-eng:SND,2019-12-18,,/developer-agreement-contribution/local-authority-eng/SND/18-01276-FUL-S2-1
24883,education,18/01276/FUL-da,18/01276/FUL-S2.2,,2020-05-14,local-authority-eng:SND,2019-12-18,,/developer-agreement-contribution/local-authority-eng/SND/18-01276-FUL-S2-2
48000,affordable-housing,18/01276/FUL-da,18/01276/FUL-S2.3,,2020-05-14,local-authority-eng:SND,2019-12-18,,/developer-agreement-contribution/local-authority-eng/SND/18-01276-FUL-S2-3
9814,open-space-and-leisure,18/01276/FUL-da,18/01276/FUL-S2.4.1,,2020-05-14,local-authority-eng:SND,2019-12-18,,/developer-agreement-contribution/local-authority-eng/SND/18-01276-FUL-S2-4-1
9814,open-space-and-leisure,18/01276/FUL-da,18/01276/FUL-S2.4.2,,2020-05-14,local-authority-eng:SND,2019-12-18,,/developer-agreement-contribution/local-authority-eng/SND/18-01276-FUL-S2-4-2
1084,other-HRA,18/01901/FUL-da,18/01901/FUL-3a.,,2020-10-19,local-authority-eng:SND,2019-08-05,,/developer-agreement-contribution/local-authority-eng/SND/18-01901-FUL-3a-
500,monitoring-fees,18/01901/FUL-da,18/01901/FUL-MON,,2020-06-05,local-authority-eng:SND,2019-08-05,,/developer-agreement-contribution/local-authority-eng/SND/18-01901-FUL-MON
500,monitoring-fees,18/01963/FU4-da,18/01963/FU4-MON,,2020-06-05,local-authority-eng:SND,2019-05-02,,/developer-agreement-contribution/local-authority-eng/SND/18-01963-FU4-MON
48347,education,18/01963/FU4-da,18/01963/FU4-S2.,,2020-05-22,local-authority-eng:SND,2019-05-02,,/developer-agreement-contribution/local-authority-eng/SND/18-01963-FU4-S2-
2000,monitoring-fees,18/02002/FU4-da,18/02002/FU4-MON,,2020-06-05,local-authority-eng:SND,2019-04-01,,/developer-agreement-contribution/local-authority-eng/SND/18-02002-FU4-MON
,affordable-housing,18/02002/FU4-da,18/02002/FU4-S4.1,,2020-05-22,local-authority-eng:SND,2019-04-01,17,/developer-agreement-contribution/local-authority-eng/SND/18-02002-FU4-S4-1
8000,transport-and-travel,18/02002/FU4-da,18/02002/FU4-S4.2,,2020-05-26,local-authority-eng:SND,2019-04-01,,/developer-agreement-contribution/local-authority-eng/SND/18-02002-FU4-S4-2
13124,green-infrastructure,18/02002/FU4-da,18/02002/FU4-S4.2.1,,2020-05-26,local-authority-eng:SND,2019-04-01,,/developer-agreement-contribution/local-authority-eng/SND/18-02002-FU4-S4-2-1
50213,education,18/02002/FU4-da,18/02002/FU4-S4.2.2,,2020-05-26,local-authority-eng:SND,2019-04-01,,/developer-agreement-contribution/local-authority-eng/SND/18-02002-FU4-S4-2-2
11968,open-space-and-leisure,18/02002/FU4-da,18/02002/FU4-S4.2.3,,2020-05-26,local-authority-eng:SND,2019-04-01,,/developer-agreement-contribution/local-authority-eng/SND/18-02002-FU4-S4-2-3
500,monitoring-fees,18/02154/FUL-da,18/02154/FUL-MON,,2020-10-19,local-authority-eng:SND,2019-12-10,,/developer-agreement-contribution/local-authority-eng/SND/18-02154-FUL-MON
3414,other-HRA,18/02154/FUL-da,18/02154/FUL-S2.,,2020-05-22,local-authority-eng:SND,2019-12-10,,/developer-agreement-contribution/local-authority-eng/SND/18-02154-FUL-S2-
,open-space-and-leisure,18/02173/VA4-da,18/02173/VA4-F,,2020-05-28,local-authority-eng:SND,2019-08-14,1,/developer-agreement-contribution/local-authority-eng/SND/18-02173-VA4-F
25992,open-space-and-leisure,18/02173/VA4-da,18/02173/VA4-J,,2020-05-28,local-authority-eng:SND,2019-08-14,,/developer-agreement-contribution/local-authority-eng/SND/18-02173-VA4-J
500,monitoring-fees,18/02173/VA4-da,18/02173/VA4-MON,,2020-06-05,local-authority-eng:SND,2019-08-14,,/developer-agreement-contribution/local-authority-eng/SND/18-02173-VA4-MON
,affordable-housing,18/02178/VA4-da,18/02178/VA4,,2020-05-28,local-authority-eng:SND,2019-06-17,30,/developer-agreement-contribution/local-authority-eng/SND/18-02178-VA4
500,monitoring-fees,18/02178/VA4-da,18/02178/VA4-MON,,2020-06-05,local-authority-eng:SND,2019-06-17,,/developer-agreement-contribution/local-authority-eng/SND/18-02178-VA4-MON
500,monitoring-fees,18/02239/FUL-da,18/02239/FUL-MON,,2020-05-18,local-authority-eng:SND,2020-01-16,,/developer-agreement-contribution/local-authority-eng/SND/18-02239-FUL-MON
1897,other-HRA,18/02239/FUL-da,18/02239/FUL-S2.1,,2020-10-19,local-authority-eng:SND,2020-01-16,,/developer-agreement-contribution/local-authority-eng/SND/18-02239-FUL-S2-1
1000,monitoring-fees,19/00214/FUL-da,19/00214/FUL-MON,,2020-06-05,local-authority-eng:SND,2019-11-01,,/developer-agreement-contribution/local-authority-eng/SND/19-00214-FUL-MON
15932,other-HRA,19/00214/FUL-da,19/00214/FUL-S2.1.1,,2020-06-03,local-authority-eng:SND,2019-11-01,,/developer-agreement-contribution/local-authority-eng/SND/19-00214-FUL-S2-1-1
4750,monitoring-fees,19/00253/FUL-da,19/00253/FUL-MON,,2020-06-05,local-authority-eng:SND,2019-06-13,,/developer-agreement-contribution/local-authority-eng/SND/19-00253-FUL-MON
59021.5,education,19/00253/FUL-da,19/00253/FUL-S2.1.1.1,,2020-05-26,local-authority-eng:SND,2019-06-13,,/developer-agreement-contribution/local-authority-eng/SND/19-00253-FUL-S2-1-1-1
59021.5,education,19/00253/FUL-da,19/00253/FUL-S2.1.1.2,,2020-05-26,local-authority-eng:SND,2019-06-13,,/developer-agreement-contribution/local-authority-eng/SND/19-00253-FUL-S2-1-1-2
5000,transport-and-travel,19/00253/FUL-da,19/00253/FUL-S2.2,,2020-05-26,local-authority-eng:SND,2019-06-13,,/developer-agreement-contribution/local-authority-eng/SND/19-00253-FUL-S2-2
42000,open-space-and-leisure,19/00253/FUL-da,19/00253/FUL-S2.3,,2020-05-26,local-authority-eng:SND,2019-06-13,,/developer-agreement-contribution/local-authority-eng/SND/19-00253-FUL-S2-3
,affordable-housing,19/00253/FUL-da,19/00253/FUL-S3.,,2020-05-26,local-authority-eng:SND,2019-06-13,2,/developer-agreement-contribution/local-authority-eng/SND/19-00253-FUL-S3-
18000,green-infrastructure,19/00253/FUL-da,19/00253/FUL-S4.1.1,,2020-05-26,local-authority-eng:SND,2019-06-13,,/developer-agreement-contribution/local-authority-eng/SND/19-00253-FUL-S4-1-1
18000,green-infrastructure,19/00253/FUL-da,19/00253/FUL-S4.1.2,,2020-05-26,local-authority-eng:SND,2019-06-13,,/developer-agreement-contribution/local-authority-eng/SND/19-00253-FUL-S4-1-2
1626,other-HRA,19/00628/FUL-da,19/00628/FUL-3a.,,2020-10-19,local-authority-eng:SND,2019-11-12,,/developer-agreement-contribution/local-authority-eng/SND/19-00628-FUL-3a-
500,monitoring-fees,19/00628/FUL-da,19/00628/FUL-MON,,2020-06-03,local-authority-eng:SND,2019-11-12,,/developer-agreement-contribution/local-authority-eng/SND/19-00628-FUL-MON
500,monitoring-fees,19/00963/FUL-da,19/00963/FUL-MON,,2020-06-03,local-authority-eng:SND,2019-10-30,,/developer-agreement-contribution/local-authority-eng/SND/19-00963-FUL-MON
24970,green-infrastructure,19/00963/FUL-da,19/00963/FUL-S2.B.1,,2020-05-22,local-authority-eng:SND,2019-10-30,,/developer-agreement-contribution/local-authority-eng/SND/19-00963-FUL-S2-B-1
24970,green-infrastructure,19/00963/FUL-da,19/00963/FUL-S2.B.2,,2020-05-22,local-authority-eng:SND,2019-10-30,,/developer-agreement-contribution/local-authority-eng/SND/19-00963-FUL-S2-B-2
500,monitoring-fees,19/01278/FU4-da,19/01278/FU4-MON,,2020-06-03,local-authority-eng:SND,2019-12-10,,/developer-agreement-contribution/local-authority-eng/SND/19-01278-FU4-MON
5000,other-HRA,19/01278/FU4-da,19/01278/FU4-S2.,,2020-10-19,local-authority-eng:SND,2019-12-10,,/developer-agreement-contribution/local-authority-eng/SND/19-01278-FU4-S2-
80,monitoring-fees,19/01325/FUL-da,19/01325/FUL-MON,,2020-06-03,local-authority-eng:SND,2020-01-27,,/developer-agreement-contribution/local-authority-eng/SND/19-01325-FUL-MON
813,other-HRA,19/01325/FUL-da,19/01325/FUL-S2.1,,2020-10-19,local-authority-eng:SND,2020-01-27,,/developer-agreement-contribution/local-authority-eng/SND/19-01325-FUL-S2-1
1500,monitoring-fees,19/01427/FU4-da,19/01427/FU4-MON,,2020-11-04,local-authority-eng:SND,2020-02-20,,/developer-agreement-contribution/local-authority-eng/SND/19-01427-FU4-MON
,affordable-housing,19/01427/FU4-da,19/01427/FU4-S4.1,,2020-11-04,local-authority-eng:SND,2020-02-20,10,/developer-agreement-contribution/local-authority-eng/SND/19-01427-FU4-S4-1
83475,other-HRA,19/01427/FU4-da,19/01427/FU4-S4.2.1,,2020-11-04,local-authority-eng:SND,2020-02-20,,/developer-agreement-contribution/local-authority-eng/SND/19-01427-FU4-S4-2-1
395583,education,19/01427/FU4-da,19/01427/FU4-S4.2.2,,2020-11-04,local-authority-eng:SND,2020-02-20,,/developer-agreement-contribution/local-authority-eng/SND/19-01427-FU4-S4-2-2
542,other-HRA,19/01444/FDC-da,19/01444/FDC-3a.,,2020-05-22,local-authority-eng:SND,2019-12-02,,/developer-agreement-contribution/local-authority-eng/SND/19-01444-FDC-3a-
4750,monitoring-fees,19/01484/FU4-da,19/01484/FU4-MON,,2020-11-04,local-authority-eng:SND,2020-01-15,,/developer-agreement-contribution/local-authority-eng/SND/19-01484-FU4-MON
17500,open-space-and-leisure,19/01484/FU4-da,19/01484/FU4-S2.2.1.1,,2020-11-04,local-authority-eng:SND,2020-01-15,,/developer-agreement-contribution/local-authority-eng/SND/19-01484-FU4-S2-2-1-1
17500,open-space-and-leisure,19/01484/FU4-da,19/01484/FU4-S2.2.1.2,,2020-11-04,local-authority-eng:SND,2020-01-15,,/developer-agreement-contribution/local-authority-eng/SND/19-01484-FU4-S2-2-1-2
122196.5,education,19/01484/FU4-da,19/01484/FU4-S2.2.2.1,,2020-11-04,local-authority-eng:SND,2020-01-15,,/developer-agreement-contribution/local-authority-eng/SND/19-01484-FU4-S2-2-2-1
122196.5,education,19/01484/FU4-da,19/01484/FU4-S2.2.2.2,,2020-11-04,local-authority-eng:SND,2020-01-15,,/developer-agreement-contribution/local-authority-eng/SND/19-01484-FU4-S2-2-2-2
19628,open-space-and-leisure,19/01484/FU4-da,19/01484/FU4-S2.2.3.1,,2020-11-04,local-authority-eng:SND,2020-01-15,,/developer-agreement-contribution/local-authority-eng/SND/19-01484-FU4-S2-2-3-1
19628,open-space-and-leisure,19/01484/FU4-da,19/01484/FU4-S2.2.3.2,,2020-11-04,local-authority-eng:SND,2020-01-15,,/developer-agreement-contribution/local-authority-eng/SND/19-01484-FU4-S2-2-3-2
12470.35,green-infrastructure,19/01484/FU4-da,19/01484/FU4-S2.2.4.1,,2020-11-04,local-authority-eng:SND,2020-01-15,,/developer-agreement-contribution/local-authority-eng/SND/19-01484-FU4-S2-2-4-1
12470.35,green-infrastructure,19/01484/FU4-da,19/01484/FU4-S2.2.4.2,,2020-11-04,local-authority-eng:SND,2020-01-15,,/developer-agreement-contribution/local-authority-eng/SND/19-01484-FU4-S2-2-4-2
,green-infrastructure,19/01484/FU4-da,19/01484/FU4-S2.3.1,,2020-11-04,local-authority-eng:SND,2020-01-15,1,/developer-agreement-contribution/local-authority-eng/SND/19-01484-FU4-S2-3-1
,affordable-housing,19/01484/FU4-da,19/01484/FU4-S4.,,2020-11-04,local-authority-eng:SND,2020-01-15,6,/developer-agreement-contribution/local-authority-eng/SND/19-01484-FU4-S4-
60000,open-space-and-leisure,99/00230/LEG-da,99/00230/LEG-S4.1,,2020-06-02,local-authority-eng:SND,2000-10-13,,/developer-agreement-contribution/local-authority-eng/SND/99-00230-LEG-S4-1
34540,green-infrastructure,99/00230/LEG-da,99/00230/LEG-S4.2.1,,2020-06-02,local-authority-eng:SND,2000-10-13,,/developer-agreement-contribution/local-authority-eng/SND/99-00230-LEG-S4-2-1
,open-space-and-leisure,99/00230/LEG-da,99/00230/LEG-S4.2.2,,2020-06-02,local-authority-eng:SND,2020-10-13,1,/developer-agreement-contribution/local-authority-eng/SND/99-00230-LEG-S4-2-2
91000,open-space-and-leisure,99/00875/LEG-da,99/00875/LEG-C4.,,2020-06-03,local-authority-eng:SND,2002-05-19,,/developer-agreement-contribution/local-authority-eng/SND/99-00875-LEG-C4-
906360,open-space-and-leisure,17/01595/OAEA_2,17/01595/OAEA_2.1,,2020-11-19,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-1
,open-space-and-leisure,17/01595/OAEA_2,17/01595/OAEA_2.10,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-10
,affordable-housing,17/01595/OAEA_2,17/01595/OAEA_2.11,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-11
,affordable-housing,17/01595/OAEA_2,17/01595/OAEA_2.12,,2020-12-01,local-authority-eng:TON,2020-08-05,168,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-12
,affordable-housing,17/01595/OAEA_2,17/01595/OAEA_2.13,,2020-12-01,local-authority-eng:TON,2020-08-05,168,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-13
2396050,education,17/01595/OAEA_2,17/01595/OAEA_2.14,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-14
2396050,education,17/01595/OAEA_2,17/01595/OAEA_2.15,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-15
2473900,education,17/01595/OAEA_2,17/01595/OAEA_2.16,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-16
13679.4,community-facilities,17/01595/OAEA_2,17/01595/OAEA_2.17,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-17
13679.4,community-facilities,17/01595/OAEA_2,17/01595/OAEA_2.18,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-18
20580,community-facilities,17/01595/OAEA_2,17/01595/OAEA_2.19,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-19
906360,monitoring-fees,17/01595/OAEA_2,17/01595/OAEA_2.2,,2020-11-19,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-2
20580,community-facilities,17/01595/OAEA_2,17/01595/OAEA_2.20,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-20
5657.4,community-facilities,17/01595/OAEA_2,17/01595/OAEA_2.21,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-21
5657.4,community-facilities,17/01595/OAEA_2,17/01595/OAEA_2.22,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-22
382200,transport-and-travel,17/01595/OAEA_2,17/01595/OAEA_2.23,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-23
382200,transport-and-travel,17/01595/OAEA_2,17/01595/OAEA_2.24,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-24
1300000,highways,17/01595/OAEA_2,17/01595/OAEA_2.25,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-25
,highways,17/01595/OAEA_2,17/01595/OAEA_2.26,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-26
,highways,17/01595/OAEA_2,17/01595/OAEA_2.27,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-27
,highways,17/01595/OAEA_2,17/01595/OAEA_2.28,,2020-12-02,local-authority-eng:TON,2020-08-05,1,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-28
,education,17/01595/OAEA_2,17/01595/OAEA_2.29,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-29
353808,health,17/01595/OAEA_2,17/01595/OAEA_2.3,,2020-11-19,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-3
,education,17/01595/OAEA_2,17/01595/OAEA_2.30,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-30
,education,17/01595/OAEA_2,17/01595/OAEA_2.31,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-31
,education,17/01595/OAEA_2,17/01595/OAEA_2.32,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-32
,education,17/01595/OAEA_2,17/01595/OAEA_2.33,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-33
,highways,17/01595/OAEA_2,17/01595/OAEA_2.34,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-34
,highways,17/01595/OAEA_2,17/01595/OAEA_2.35,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-35
,highways,17/01595/OAEA_2,17/01595/OAEA_2.36,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-36
,highways,17/01595/OAEA_2,17/01595/OAEA_2.37,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-37
,highways,17/01595/OAEA_2,17/01595/OAEA_2.38,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-38
,highways,17/01595/OAEA_2,17/01595/OAEA_2.39,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-39
353808,health,17/01595/OAEA_2,17/01595/OAEA_2.4,,2020-11-19,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-4
,highways,17/01595/OAEA_2,17/01595/OAEA_2.40,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-40
,highways,17/01595/OAEA_2,17/01595/OAEA_2.41,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-41
,highways,17/01595/OAEA_2,17/01595/OAEA_2.42,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-42
,highways,17/01595/OAEA_2,17/01595/OAEA_2.43,,2020-12-02,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-43
,health,17/01595/OAEA_2,17/01595/OAEA_2.5,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-5
,health,17/01595/OAEA_2,17/01595/OAEA_2.6,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-6
,open-space-and-leisure,17/01595/OAEA_2,17/01595/OAEA_2.7,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-7
,open-space-and-leisure,17/01595/OAEA_2,17/01595/OAEA_2.8,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-8
,open-space-and-leisure,17/01595/OAEA_2,17/01595/OAEA_2.9,,2020-12-01,local-authority-eng:TON,2020-08-05,,/developer-agreement-contribution/local-authority-eng/TON/17-01595-OAEA-2-9
101160,health,17/03350/FL_1,17/03350/FL_1.1,,2020-12-21,local-authority-eng:TON,2019-01-21,,/developer-agreement-contribution/local-authority-eng/TON/17-03350-FL-1-1
145134,open-space-and-leisure,17/03350/FL_1,17/03350/FL_1.2,,2020-12-21,local-authority-eng:TON,2019-01-21,,/developer-agreement-contribution/local-authority-eng/TON/17-03350-FL-1-2
266269,open-space-and-leisure,17/03350/FL_1,17/03350/FL_1.3,,2020-12-21,local-authority-eng:TON,2019-01-21,,/developer-agreement-contribution/local-authority-eng/TON/17-03350-FL-1-3
101160,health,18/01013/OA_1,18/01013/OA_1.1,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-1
27240,community-facilities,18/01013/OA_1,18/01013/OA_1.10,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-10
6708,community-facilities,18/01013/OA_1,18/01013/OA_1.11,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-11
1616.4,bonds,18/01013/OA_1,18/01013/OA_1.12,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-12
,affordable-housing,18/01013/OA_1,18/01013/OA_1.13,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-13
145134,open-space-and-leisure,18/01013/OA_1,18/01013/OA_1.2,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-2
266269,open-space-and-leisure,18/01013/OA_1,18/01013/OA_1.3,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-3
,open-space-and-leisure,18/01013/OA_1,18/01013/OA_1.4,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-4
16000,other,18/01013/OA_1,18/01013/OA_1.5,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-5
